,page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName
0,21,2023-06-17,2023-06-17,Dein Mitmach-Märchen mit den Improvisionären,https://www.eventbrite.de/e/dein-mitmach-marchen-mit-den-improvisionaren-tickets-607009891927,DE,Berlin,Berlin,Caligariplatz 1,13086,52.5526134,13.430481800000052,Brotfabrik
1,21,2023-06-09,2023-06-09,Stars & Sternchen der Standup-Comedy-Szene ⭐Live Comedy Show ⭐Schöneberg,https://www.eventbrite.de/e/stars-sternchen-der-standup-comedy-szene-live-comedy-show-schoneberg-tickets-639185831027,DE,Berlin,BE,Kulmer Straße 20A,10783,52.4919829,13.3646223,Mein Freund Harvey
2,21,2023-06-12,2023-06-12,Monday Morning Coffee Corner,https://www.eventbrite.com.ar/e/monday-morning-coffee-corner-tickets-632651506687,DE,Berlin,BE,Alexanderstraße 40,10179,52.5168238,13.4178768,The Social Hub Berlin
3,21,2023-06-06,2023-06-06,Breathwork Journey I Rooftop Garden Mitte,https://www.eventbrite.de/e/breathwork-journey-i-rooftop-garden-mitte-tickets-638808512457,DE,Berlin,BE,Christburger Straße,10405,52.5357904,13.427074,Christburger Straße
4,21,2023-06-22,2023-06-22,BIRLIKTE  معاً TOGETHER,https://www.eventbrite.com/e/birlikte-together-tickets-636492154167,DE,Berlin,BE,Gustav-Adolf-Straße 2,13086,52.5517802,13.4313946,Theater im Delphi
5,21,2023-06-21,2023-06-21,Movement Journey | Improvisational dance and movement research,https://www.eventbrite.de/e/movement-journey-improvisational-dance-and-movement-research-tickets-641518969507,DE,Berlin,BE,Greifswalder Straße 23,10405,52.53127749999999,13.4278877,b23
6,21,2023-07-07,2023-07-07,Architects and interior designers social,https://www.eventbrite.com/e/architects-and-interior-designers-social-tickets-446041410867,DE,Berlin,BE,Karl-Marx-Allee 93,10243,52.5179866,13.4415177,James June
7,21,2023-06-12,2023-06-12,AFTER CHURCH COMEDY - English Open Mic,https://www.eventbrite.com/e/after-church-comedy-english-open-mic-tickets-624281983217,DE,Berlin,BE,Donaustraße 112,12043,52.4831996,13.4341756,Valentin Stüberl
8,21,2023-06-26,2023-06-26,"Auftaktveranstaltung - Transformative Skills für Nachhaltigkeit, Berlin",https://www.eventbrite.de/e/auftaktveranstaltung-transformative-skills-fur-nachhaltigkeit-berlin-tickets-610949294787,DE,Berlin,Berlin,Alexanderufer 3-7,10117,52.5237175,13.3731956,Design Offices Berlin Humboldthafen
9,21,2023-06-23,2023-06-24,Bollywood Night - Hostel Edition (St Christopher's Inn),https://www.eventbrite.de/e/bollywood-night-hostel-edition-st-christophers-inn-tickets-649131227977,DE,Berlin,BE,Ziegelstraße 28,10117,52.5236695,13.3909383,Belushi's Berlin (Mitte)
10,21,2023-06-10,2023-06-10,DIY & Kreativ Tag,https://www.eventbrite.de/e/diy-kreativ-tag-tickets-642818686997,DE,Berlin,Berlin,Pappelallee 62,10437,52.5458058,13.417095099999983,Projektladen caridoo
11,21,2023-06-13,2023-06-13,Women's Circle & Cacao Ceremony | BLOOM,https://www.eventbrite.de/e/womens-circle-cacao-ceremony-bloom-tickets-642864734727,DE,Berlin,BE,Belziger Strasse,10823,52.4864153,13.3515821,Berlin
12,21,2023-06-08,2023-06-08,Speed dating: Ready. Set. Date (Tickets for WOMEN),https://www.eventbrite.de/e/speed-dating-ready-set-date-tickets-for-women-tickets-638345768377,DE,Berlin,BE,Oranienstraße 178,10999,52.5010261,13.4197067,Prinzipal Kreuzberg
13,21,2023-07-07,2023-07-07,Die Kassenpatienten - ÄRZTE-Tribute-Band,https://www.eventbrite.de/e/die-kassenpatienten-arzte-tribute-band-tickets-618098327737,DE,Berlin,Berlin,Am Juliusturm 62,13599,52.5397012,13.2165944,Freilichtbühne an der Zitadelle
14,21,2023-07-03,2023-07-03,MAD MONDAY Earlyshow! - Stand up Comedy im Mad Monkey Room (18:30 Uhr),https://www.eventbrite.de/e/mad-monday-earlyshow-stand-up-comedy-im-mad-monkey-room-1830-uhr-tickets-490949562357,DE,Berlin,Berlin,Danziger Str. 1,10435,52.54172089999999,13.4121977,Mad Monkey Room
15,21,2023-06-17,2023-06-17,Salsa Party mit Anleitung - auf Spendenbasis,https://www.eventbrite.de/e/salsa-party-mit-anleitung-auf-spendenbasis-tickets-649631444137,DE,Berlin,Berlin,"Lilienthalstraße 5,",10961,52.493094,13.3968551,Maria-Ursula-Haus
16,21,2023-06-19,2023-06-19,Konflikt und Macht: Mediation neu denken,https://www.eventbrite.de/e/konflikt-und-macht-mediation-neu-denken-tickets-642207970327,DE,Berlin,BE,Paul-Linke-Ufer 21,10999,52.4937164,13.4296437,Berlin
17,21,2023-06-27,2023-06-27,brafe Tuesday: Drinks & Discussion,https://www.eventbrite.de/e/brafe-tuesday-drinks-discussion-tickets-579165739317,DE,Berlin,BE,Ohlauer Straße 4,10999,52.49710839999999,13.4314616,The Square
18,21,2023-06-14,2023-06-14,Web3 Communications 101: How to Start with your PR,https://www.eventbrite.co.uk/e/web3-communications-101-how-to-start-with-your-pr-tickets-646993885127,DE,Berlin,Berlin,Lohmühlenstraße 65,12435,52.4941233,13.4464079,Factory Görlitzer Park
19,21,2023-07-06,2023-07-06,Vegan Latte Art - Barista Workshop,https://www.eventbrite.de/e/vegan-latte-art-barista-workshop-tickets-621599158817,DE,Berlin,Berlin,Prenzlauer Allee 208,10405,52.53684870000001,13.422434500000008,Plant Base
